Time,area,rain
2023-04-18 21:02:00,Tai Po,0 to 1
2023-04-18 21:02:00,Yuen Long,0 to 1
2023-04-18 22:02:00,Tai Po,0 to 2
2023-04-18 22:02:00,Yuen Long,0 to 2
2023-04-18 22:02:00,North District,0 to 1
2023-04-18 22:02:00,Sai Kung,0 to 1
2023-04-18 22:02:00,Wong Tai Sin,0 to 1
2023-04-18 23:02:00,North District,0 to 1
2023-04-19 00:02:00,Tsuen Wan,0 to 2
2023-04-19 00:02:00,Tai Po,0 to 1
2023-04-19 01:02:00,Tsuen Wan,0 to 1
2023-04-19 01:02:00,Yuen Long,0 to 1
2023-04-19 10:31:00,Tsuen Wan,0 to 1
2023-04-19 11:11:00,Islands District,0 to 6
2023-04-19 11:11:00,North District,0 to 6
2023-04-19 11:11:00,Tsuen Wan,0 to 5
2023-04-19 11:11:00,Tai Po,0 to 4
2023-04-19 11:11:00,Tuen Mun,0 to 3
2023-04-19 11:11:00,Central & Western District,0 to 1
2023-04-19 11:11:00,Kwai Tsing,0 to 1
2023-04-19 11:11:00,Yuen Long,0 to 1
2023-04-19 12:31:00,Kwai Tsing,9 to 11
2023-04-19 12:31:00,Tai Po,7 to 18
2023-04-19 12:31:00,Tuen Mun,7 to 12
2023-04-19 12:31:00,Sha Tin,6 to 11
2023-04-19 12:31:00,Tsuen Wan,5 to 12
2023-04-19 12:31:00,Yuen Long,2 to 13
2023-04-19 12:31:00,Wan Chai,17 to 24
2023-04-19 12:31:00,Yau Tsim Mong,13 to 16
2023-04-19 12:31:00,Eastern District,11 to 20
2023-04-19 12:31:00,Central & Western District,11 to 18
2023-04-19 12:31:00,Southern District,10 to 19
2023-04-19 12:31:00,Kowloon City,10 to 17
2023-04-19 12:31:00,Kwun Tong,10 to 17
2023-04-19 12:31:00,Sai Kung,10 to 15
2023-04-19 12:31:00,Wong Tai Sin,10 to 14
2023-04-19 12:31:00,Sham Shui Po,10 to 13
2023-04-19 12:31:00,Islands District,0 to 26
2023-04-19 12:31:00,North District,0 to 16
2023-04-19 13:31:00,Sha Tin,3
2023-04-19 13:31:00,Tai Po,2 to 4
2023-04-19 13:31:00,Eastern District,2
2023-04-19 13:31:00,Kwun Tong,2
2023-04-19 13:31:00,Sai Kung,2
2023-04-19 13:31:00,Sham Shui Po,2
2023-04-19 13:31:00,Wong Tai Sin,2
2023-04-19 13:31:00,Yau Tsim Mong,2
2023-04-19 13:31:00,Central & Western District,1 to 2
2023-04-19 13:31:00,Islands District,1 to 2
2023-04-19 13:31:00,Kowloon City,1 to 2
2023-04-19 13:31:00,Kwai Tsing,1 to 2
2023-04-19 13:31:00,Tsuen Wan,1 to 2
2023-04-19 13:31:00,Tuen Mun,1 to 2
2023-04-19 13:31:00,Wan Chai,1 to 2
2023-04-19 13:31:00,Yuen Long,1 to 2
2023-04-19 13:31:00,Southern District,1
2023-04-19 13:31:00,North District,0 to 3
2023-04-19 14:31:00,Yuen Long,0 to 3
2023-04-19 14:31:00,North District,0 to 2
2023-04-19 18:45:00,North District,0 to 1
2023-04-19 19:13:00,Tai Po,0 to 1
2023-04-19 21:02:00,Islands District,0 to 7
2023-04-19 21:02:00,Southern District,0 to 3
2023-04-19 21:02:00,Central & Western District,0 to 1
2023-04-19 21:16:00,Islands District,0 to 7
2023-04-19 21:16:00,Southern District,0 to 3
2023-04-19 21:16:00,Central & Western District,0 to 1
2023-04-19 22:36:00,Southern District,0 to 9
2023-04-19 22:36:00,Central & Western District,0 to 2
2023-04-19 22:36:00,Islands District,0 to 2
2023-04-19 22:36:00,Wan Chai,0 to 2
2023-04-19 22:36:00,Eastern District,0 to 1
2023-04-20 00:02:00,Central & Western District,7 to 17
2023-04-20 00:02:00,Southern District,2 to 8
2023-04-20 00:02:00,Wan Chai,2 to 5
2023-04-20 00:02:00,Sham Shui Po,2 to 3
2023-04-20 00:02:00,Islands District,2 to 29
2023-04-20 00:02:00,Kwai Tsing,1 to 3
2023-04-20 00:02:00,Yau Tsim Mong,1 to 2
2023-04-20 00:02:00,Tsuen Wan,0 to 8
2023-04-20 00:02:00,Eastern District,0 to 2
2023-04-20 00:02:00,Kowloon City,0 to 2
2023-04-20 00:02:00,Sha Tin,0 to 2
2023-04-20 00:02:00,Kwun Tong,0 to 1
2023-04-20 00:02:00,Sai Kung,0 to 1
2023-04-20 00:02:00,Tuen Mun,0 to 1
2023-04-20 00:02:00,Wong Tai Sin,0 to 1
2023-04-20 00:46:00,Central & Western District,7 to 17
2023-04-20 00:46:00,Southern District,2 to 8
2023-04-20 00:46:00,Wan Chai,2 to 5
2023-04-20 00:46:00,Sham Shui Po,2 to 3
2023-04-20 00:46:00,Islands District,2 to 29
2023-04-20 00:46:00,Kwai Tsing,1 to 3
2023-04-20 00:46:00,Yau Tsim Mong,1 to 2
2023-04-20 00:46:00,Tsuen Wan,0 to 8
2023-04-20 00:46:00,Eastern District,0 to 2
2023-04-20 00:46:00,Kowloon City,0 to 2
2023-04-20 00:46:00,Sha Tin,0 to 2
2023-04-20 00:46:00,Kwun Tong,0 to 1
2023-04-20 00:46:00,Sai Kung,0 to 1
2023-04-20 00:46:00,Tuen Mun,0 to 1
2023-04-20 00:46:00,Wong Tai Sin,0 to 1
2023-04-20 01:02:00,Wan Chai,9 to 14
2023-04-20 01:02:00,Yau Tsim Mong,9 to 13
2023-04-20 01:02:00,Kwun Tong,7 to 11
2023-04-20 01:02:00,Kowloon City,6 to 10
2023-04-20 01:02:00,Southern District,5 to 17
2023-04-20 01:02:00,Kwai Tsing,4 to 7
2023-04-20 01:02:00,Sham Shui Po,4 to 10
2023-04-20 01:02:00,Sai Kung,2 to 9
2023-04-20 01:02:00,Wong Tai Sin,2 to 11
2023-04-20 01:02:00,Eastern District,10 to 15
2023-04-20 01:02:00,Central & Western District,1 to 11
2023-04-20 01:02:00,Islands District,0 to 8
2023-04-20 01:02:00,Sha Tin,0 to 8
2023-04-20 01:02:00,Tsuen Wan,0 to 6
2023-04-20 01:02:00,Tuen Mun,0 to 4
2023-04-20 01:02:00,Tai Po,0 to 2
2023-04-20 02:02:00,Islands District,0 to 1
2023-04-20 02:02:00,Southern District,0 to 1
2023-04-20 02:02:00,Tsuen Wan,0 to 1
2023-04-20 02:02:00,Tuen Mun,0 to 1
2023-04-20 03:02:00,Eastern District,0 to 2
2023-04-20 03:02:00,Central & Western District,0 to 1
2023-04-20 03:02:00,Kowloon City,0 to 1
2023-04-20 03:02:00,Kwun Tong,0 to 1
2023-04-20 03:02:00,Sai Kung,0 to 1
2023-04-20 03:02:00,Wong Tai Sin,0 to 1
2023-04-20 03:02:00,Yau Tsim Mong,0 to 1
2023-04-20 04:16:00,Eastern District,0 to 1
2023-04-20 04:16:00,Kwun Tong,0 to 1
2023-04-20 05:41:00,Southern District,2 to 4
2023-04-20 05:41:00,Islands District,0 to 6
2023-04-20 05:41:00,Central & Western District,0 to 5
2023-04-20 05:41:00,Wan Chai,0 to 4
2023-04-20 05:41:00,Kwun Tong,0 to 1
2023-04-20 06:02:00,Eastern District,6 to 9
2023-04-20 06:02:00,Wan Chai,5 to 6
2023-04-20 06:02:00,Kwun Tong,2 to 9
2023-04-20 06:02:00,Southern District,1 to 6
2023-04-20 06:02:00,Central & Western District,1 to 4
2023-04-20 06:02:00,Yau Tsim Mong,1 to 4
2023-04-20 06:02:00,Kwai Tsing,1 to 3
2023-04-20 06:02:00,Kowloon City,1 to 2
2023-04-20 06:02:00,Wong Tai Sin,1
2023-04-20 06:02:00,Sha Tin,0 to 4
2023-04-20 06:02:00,Islands District,0 to 3
2023-04-20 06:02:00,Sai Kung,0 to 13
2023-04-20 06:02:00,Sham Shui Po,0 to 1
2023-04-20 06:02:00,Tsuen Wan,0 to 1
2023-04-20 06:02:00,Tuen Mun,0 to 1
2023-04-20 07:30:00,Sha Tin,1 to 3
2023-04-20 07:30:00,Central & Western District,1 to 2
2023-04-20 07:30:00,Eastern District,1 to 2
2023-04-20 07:30:00,Sham Shui Po,1 to 2
2023-04-20 07:30:00,Wong Tai Sin,1 to 2
2023-04-20 07:30:00,Yau Tsim Mong,1 to 2
2023-04-20 07:30:00,Kowloon City,1
2023-04-20 07:30:00,Kwun Tong,1
2023-04-20 07:30:00,Islands District,0 to 4
2023-04-20 07:30:00,Kwai Tsing,0 to 3
2023-04-20 07:30:00,Sai Kung,0 to 3
2023-04-20 07:30:00,North District,0 to 2
2023-04-20 07:30:00,Tsuen Wan,0 to 2
2023-04-20 07:30:00,Wan Chai,0 to 2
2023-04-20 07:30:00,Yuen Long,0 to 2
2023-04-20 07:30:00,Tai Po,0 to 10
2023-04-20 07:30:00,Southern District,0 to 1
2023-04-20 07:30:00,Tuen Mun,0 to 1
2023-04-20 08:30:00,Kwun Tong,2 to 3
2023-04-20 08:30:00,Kowloon City,1 to 3
2023-04-20 08:30:00,Eastern District,1 to 2
2023-04-20 08:30:00,Yau Tsim Mong,1 to 2
2023-04-20 08:30:00,Sham Shui Po,1
2023-04-20 08:30:00,Sai Kung,0 to 6
2023-04-20 08:30:00,Tai Po,0 to 4
2023-04-20 08:30:00,Central & Western District,0 to 2
2023-04-20 08:30:00,Kwai Tsing,0 to 2
2023-04-20 08:30:00,Sha Tin,0 to 2
2023-04-20 08:30:00,Wong Tai Sin,0 to 2
2023-04-20 08:30:00,Yuen Long,0 to 2
2023-04-20 08:30:00,Islands District,0 to 1
2023-04-20 08:30:00,Southern District,0 to 1
2023-04-20 08:30:00,Tsuen Wan,0 to 1
2023-04-20 08:30:00,Tuen Mun,0 to 1
2023-04-20 08:30:00,Wan Chai,0 to 1
2023-04-20 09:02:00,Tai Po,0 to 1
2023-04-20 14:02:00,Tai Po,0 to 1
2023-04-20 17:02:00,Kwun Tong,0 to 1
2023-04-20 17:02:00,Sai Kung,0 to 1
2023-04-20 18:02:00,Eastern District,0 to 1
2023-04-20 18:02:00,Kwun Tong,0 to 1
2023-04-20 18:02:00,Sai Kung,0 to 1
2023-04-20 18:02:00,Southern District,0 to 1
2023-04-20 19:16:00,Islands District,0 to 1
2023-04-20 19:16:00,Southern District,0 to 1
2023-04-20 20:51:00,Sai Kung,0 to 3
2023-04-20 20:51:00,Eastern District,0 to 1
2023-04-20 20:51:00,Kwun Tong,0 to 1
2023-04-20 21:02:00,Islands District,0 to 21
2023-04-20 22:31:00,Wan Chai,7 to 10
2023-04-20 22:31:00,Eastern District,3 to 11
2023-04-20 22:31:00,Southern District,2 to 24
2023-04-20 22:31:00,Kowloon City,1 to 5
2023-04-20 22:31:00,Kwun Tong,1 to 5
2023-04-20 22:31:00,Yau Tsim Mong,1 to 5
2023-04-20 22:31:00,Wong Tai Sin,1 to 2
2023-04-20 22:31:00,Central & Western District,1 to 12
2023-04-20 22:31:00,Kwai Tsing,0 to 4
2023-04-20 22:31:00,Sai Kung,0 to 4
2023-04-20 22:31:00,Tuen Mun,0 to 4
2023-04-20 22:31:00,Islands District,0 to 35
2023-04-20 22:31:00,Tsuen Wan,0 to 2
2023-04-20 22:31:00,Sha Tin,0 to 1
2023-04-20 22:31:00,Sham Shui Po,0 to 1
2023-04-20 23:02:00,Tuen Mun,2 to 7
2023-04-20 23:02:00,Sham Shui Po,2 to 6
2023-04-20 23:02:00,Eastern District,2 to 5
2023-04-20 23:02:00,Tsuen Wan,2 to 15
2023-04-20 23:02:00,Wong Tai Sin,2 to 13
2023-04-20 23:02:00,Yau Tsim Mong,2
2023-04-20 23:02:00,Sha Tin,1 to 9
2023-04-20 23:02:00,Kowloon City,1 to 5
2023-04-20 23:02:00,Kwun Tong,1 to 2
2023-04-20 23:02:00,Kwai Tsing,1 to 11
2023-04-20 23:02:00,Southern District,0 to 2
2023-04-20 23:02:00,Tai Po,0 to 2
2023-04-20 23:02:00,Wan Chai,0 to 2
2023-04-20 23:02:00,Sai Kung,0 to 11
2023-04-20 23:02:00,Yuen Long,0 to 10
2023-04-20 23:02:00,Central & Western District,0 to 1
2023-04-20 23:02:00,Islands District,0 to 1
2023-04-21 00:56:00,Kwun Tong,1 to 3
2023-04-21 00:56:00,Yuen Long,0 to 6
2023-04-21 00:56:00,Tai Po,0 to 5
2023-04-21 00:56:00,Islands District,0 to 4
2023-04-21 00:56:00,North District,0 to 4
2023-04-21 00:56:00,Sha Tin,0 to 4
2023-04-21 00:56:00,Eastern District,0 to 2
2023-04-21 00:56:00,Kowloon City,0 to 2
2023-04-21 00:56:00,Sai Kung,0 to 2
2023-04-21 00:56:00,Southern District,0 to 2
2023-04-21 00:56:00,Central & Western District,0 to 1
2023-04-21 00:56:00,Tsuen Wan,0 to 1
2023-04-21 00:56:00,Yau Tsim Mong,0 to 1
2023-04-21 01:46:00,North District,0 to 6
2023-04-21 01:46:00,Sha Tin,0 to 3
2023-04-21 01:46:00,Southern District,0 to 3
2023-04-21 01:46:00,Eastern District,0 to 2
2023-04-21 01:46:00,Kwai Tsing,0 to 2
2023-04-21 01:46:00,Islands District,0 to 1
2023-04-21 01:46:00,Sai Kung,0 to 1
2023-04-21 01:46:00,Tsuen Wan,0 to 1
2023-04-21 01:46:00,Tuen Mun,0 to 1
2023-04-21 01:46:00,Yuen Long,0 to 1
2023-04-21 02:02:00,Islands District,0 to 2
2023-04-21 02:02:00,Tuen Mun,0 to 1
2023-04-21 02:02:00,Yuen Long,0 to 1
2023-04-21 03:02:00,Tuen Mun,8 to 17
2023-04-21 03:02:00,Southern District,3 to 14
2023-04-21 03:02:00,Eastern District,2 to 8
2023-04-21 03:02:00,Central & Western District,1 to 3
2023-04-21 03:02:00,Wan Chai,1 to 3
2023-04-21 03:02:00,Islands District,1 to 12
2023-04-21 03:02:00,Sai Kung,0 to 4
2023-04-21 03:02:00,Kwun Tong,0 to 2
2023-04-21 03:02:00,Yau Tsim Mong,0 to 2
2023-04-21 03:02:00,Yuen Long,0 to 2
2023-04-21 03:02:00,Kowloon City,0 to 1
2023-04-21 03:02:00,North District,0 to 1
2023-04-21 03:02:00,Sham Shui Po,0 to 1
2023-04-21 03:02:00,Tsuen Wan,0 to 1
2023-04-21 04:02:00,Yuen Long,7 to 22
2023-04-21 04:02:00,Tsuen Wan,4 to 12
2023-04-21 04:02:00,Sha Tin,3 to 6
2023-04-21 04:02:00,Kwai Tsing,2 to 5
2023-04-21 04:02:00,Tai Po,2 to 19
2023-04-21 04:02:00,Sham Shui Po,2
2023-04-21 04:02:00,Wong Tai Sin,2
2023-04-21 04:02:00,Sai Kung,1 to 4
2023-04-21 04:02:00,Southern District,1 to 3
2023-04-21 04:02:00,Eastern District,1 to 2
2023-04-21 04:02:00,Kowloon City,1 to 2
2023-04-21 04:02:00,Wan Chai,1 to 2
2023-04-21 04:02:00,Yau Tsim Mong,1 to 2
2023-04-21 04:02:00,Central & Western District,1
2023-04-21 04:02:00,Kwun Tong,1
2023-04-21 04:02:00,Islands District,0 to 3
2023-04-21 04:02:00,North District,0 to 21
2023-04-21 04:02:00,Tuen Mun,0 to 10
2023-04-21 05:31:00,Islands District,0 to 7
2023-04-21 05:31:00,Tuen Mun,0 to 4
2023-04-21 05:31:00,Tai Po,0 to 2
2023-04-21 05:31:00,Eastern District,0 to 1
2023-04-21 06:31:00,Southern District,1 to 3
2023-04-21 06:31:00,Islands District,1 to 12
2023-04-21 06:31:00,Tuen Mun,0 to 6
2023-04-21 06:31:00,Central & Western District,0 to 2
2023-04-21 06:31:00,Tai Po,0 to 2
2023-04-21 06:31:00,Yuen Long,0 to 2
2023-04-21 06:31:00,Eastern District,0 to 1
2023-04-21 06:31:00,Sai Kung,0 to 1
2023-04-21 06:31:00,Tsuen Wan,0 to 1
2023-04-21 06:31:00,Wan Chai,0 to 1
2023-04-21 18:56:00,Tuen Mun,0 to 1
2023-04-21 18:56:00,Yuen Long,0 to 1
2023-04-21 20:02:00,Tai Po,0 to 1
2023-04-21 21:46:00,North District,0 to 1
2023-04-21 21:46:00,Yuen Long,0 to 1
2023-04-21 22:46:00,Kowloon City,1
2023-04-21 22:46:00,Tuen Mun,0 to 5
2023-04-21 22:46:00,Islands District,0 to 4
2023-04-21 22:46:00,Kwai Tsing,0 to 1
2023-04-21 22:46:00,Kwun Tong,0 to 1
2023-04-21 22:46:00,Sai Kung,0 to 1
2023-04-21 22:46:00,Sha Tin,0 to 1
2023-04-21 22:46:00,Tai Po,0 to 1
2023-04-21 22:46:00,Tsuen Wan,0 to 1
2023-04-21 22:46:00,Wong Tai Sin,0 to 1
2023-04-21 22:46:00,Yau Tsim Mong,0 to 1
2023-04-21 22:46:00,Yuen Long,0 to 1
2023-04-22 00:02:00,Tsuen Wan,0 to 1
2023-04-22 02:02:00,Tai Po,0 to 1
2023-04-22 03:02:00,Tsuen Wan,0 to 1
2023-04-22 04:02:00,Tsuen Wan,0 to 1
2023-04-22 06:02:00,Tsuen Wan,0 to 1
2023-04-22 08:02:00,Tsuen Wan,0 to 1
2023-04-22 09:02:00,Tsuen Wan,0 to 1
2023-04-22 10:02:00,Tsuen Wan,0 to 1
2023-04-22 11:02:00,Tsuen Wan,0 to 1
2023-04-22 16:02:00,Sai Kung,0 to 4
2023-04-22 17:02:00,Sai Kung,0 to 1
2023-04-22 17:02:00,Tsuen Wan,0 to 1
2023-04-22 18:02:00,Tsuen Wan,0 to 1
2023-04-22 19:02:00,Eastern District,0 to 1
2023-04-22 19:02:00,Kowloon City,0 to 1
2023-04-22 19:02:00,Sai Kung,0 to 1
2023-04-22 19:02:00,Tsuen Wan,0 to 1
2023-04-22 20:02:00,Sai Kung,0 to 2
2023-04-22 20:02:00,Sha Tin,0 to 1
2023-04-22 20:02:00,Tai Po,0 to 1
2023-04-22 20:02:00,Tsuen Wan,0 to 1
2023-04-22 21:18:00,Eastern District,0 to 3
2023-04-22 21:18:00,Kowloon City,0 to 1
2023-04-22 21:18:00,Kwun Tong,0 to 1
2023-04-22 21:18:00,Sai Kung,0 to 1
2023-04-22 21:18:00,Southern District,0 to 1
2023-04-22 21:18:00,Tsuen Wan,0 to 1
2023-04-22 22:02:00,Eastern District,0 to 2
2023-04-22 22:02:00,Kowloon City,0 to 1
2023-04-22 22:02:00,Kwun Tong,0 to 1
2023-04-22 22:02:00,Sai Kung,0 to 1
2023-04-22 22:02:00,Tsuen Wan,0 to 1
2023-04-22 23:02:00,Eastern District,0 to 1
2023-04-22 23:02:00,Kowloon City,0 to 1
2023-04-22 23:02:00,Sai Kung,0 to 1
2023-04-22 23:02:00,Sha Tin,0 to 1
2023-04-22 23:02:00,Southern District,0 to 1
2023-04-22 23:02:00,Tai Po,0 to 1
2023-04-22 23:02:00,Tsuen Wan,0 to 1
2023-04-23 03:02:00,Eastern District,0 to 1
2023-04-23 04:02:00,Kwun Tong,0 to 2
2023-04-23 04:02:00,Eastern District,0 to 1
2023-04-23 04:02:00,Sai Kung,0 to 1
2023-04-23 05:02:00,Sai Kung,0 to 5
2023-04-23 05:02:00,Eastern District,0 to 3
2023-04-23 05:02:00,Tai Po,0 to 3
2023-04-23 05:02:00,Kwun Tong,0 to 2
2023-04-23 05:02:00,Southern District,0 to 2
2023-04-23 05:02:00,North District,0 to 1
2023-04-23 06:02:00,Eastern District,0 to 4
2023-04-23 06:02:00,Sai Kung,0 to 2
2023-04-23 06:02:00,Kwun Tong,0 to 1
2023-04-23 06:02:00,Southern District,0 to 1
2023-04-23 07:02:00,Eastern District,0 to 3
2023-04-23 07:02:00,Sai Kung,0 to 2
2023-04-23 07:02:00,Tai Po,0 to 2
2023-04-23 07:02:00,Kowloon City,0 to 1
2023-04-23 07:02:00,Southern District,0 to 1
2023-04-23 07:02:00,Wong Tai Sin,0 to 1
2023-04-23 08:02:00,Eastern District,0 to 3
2023-04-23 08:02:00,Kowloon City,0 to 1
2023-04-23 08:02:00,Kwun Tong,0 to 1
2023-04-23 08:02:00,Sai Kung,0 to 1
2023-04-23 08:02:00,Southern District,0 to 1
2023-04-23 09:46:00,Eastern District,0 to 1
2023-04-23 09:46:00,Kwun Tong,0 to 1
2023-04-23 09:46:00,Sai Kung,0 to 1
2023-04-23 09:46:00,Tai Po,0 to 1
2023-04-24 17:16:00,Tuen Mun,0 to 1
2023-04-24 17:16:00,Yuen Long,0 to 1
2023-04-24 18:31:00,Tuen Mun,2 to 3
2023-04-24 18:31:00,Yuen Long,1 to 5
2023-04-24 18:31:00,Kwai Tsing,1 to 3
2023-04-24 18:31:00,Central & Western District,1 to 2
2023-04-24 18:31:00,Sham Shui Po,1 to 2
2023-04-24 18:31:00,Tsuen Wan,1 to 2
2023-04-24 18:31:00,North District,0 to 9
2023-04-24 18:31:00,Islands District,0 to 7
2023-04-24 18:31:00,Southern District,0 to 3
2023-04-24 18:31:00,Tai Po,0 to 2
2023-04-24 18:31:00,Kowloon City,0 to 1
2023-04-24 18:31:00,Sha Tin,0 to 1
2023-04-24 18:31:00,Wan Chai,0 to 1
2023-04-24 18:31:00,Wong Tai Sin,0 to 1
2023-04-24 18:31:00,Yau Tsim Mong,0 to 1
2023-04-24 19:16:00,North District,0 to 3
2023-04-24 19:16:00,Central & Western District,0 to 1
2023-04-24 19:16:00,Kowloon City,0 to 1
2023-04-24 19:16:00,Sha Tin,0 to 1
2023-04-24 19:16:00,Southern District,0 to 1
2023-04-24 19:16:00,Tai Po,0 to 1
2023-04-24 19:16:00,Tuen Mun,0 to 1
2023-04-24 19:16:00,Wan Chai,0 to 1
2023-04-24 19:16:00,Wong Tai Sin,0 to 1
2023-04-24 19:16:00,Yuen Long,0 to 1
2023-04-25 01:02:00,Islands District,0 to 4
2023-04-25 01:02:00,Sai Kung,0 to 1
2023-04-25 02:02:00,Islands District,0 to 2
2023-04-25 08:02:00,Sha Tin,0 to 1
2023-04-25 11:02:00,Kowloon City,0 to 1
2023-04-25 11:02:00,Sai Kung,0 to 1
2023-04-25 11:02:00,Sha Tin,0 to 1
2023-04-25 11:02:00,Sham Shui Po,0 to 1
2023-04-25 11:02:00,Tai Po,0 to 1
2023-04-25 11:02:00,Wong Tai Sin,0 to 1
2023-04-25 11:02:00,Yuen Long,0 to 1
2023-04-25 13:02:00,North District,0 to 1
2023-04-25 13:02:00,Sha Tin,0 to 1
2023-04-25 13:02:00,Tai Po,0 to 1
2023-04-25 13:02:00,Tsuen Wan,0 to 1
2023-04-25 14:02:00,Wong Tai Sin,1 to 2
2023-04-25 14:02:00,Tai Po,0 to 2
2023-04-25 14:02:00,Central & Western District,0 to 1
2023-04-25 14:02:00,Kowloon City,0 to 1
2023-04-25 14:02:00,Kwai Tsing,0 to 1
2023-04-25 14:02:00,North District,0 to 1
2023-04-25 14:02:00,Sai Kung,0 to 1
2023-04-25 14:02:00,Sha Tin,0 to 1
2023-04-25 14:02:00,Sham Shui Po,0 to 1
2023-04-25 14:02:00,Tsuen Wan,0 to 1
2023-04-25 14:02:00,Yau Tsim Mong,0 to 1
2023-04-25 14:02:00,Yuen Long,0 to 1
2023-04-25 15:02:00,Yau Tsim Mong,1
2023-04-25 15:02:00,Tai Po,0 to 2
2023-04-25 15:02:00,Central & Western District,0 to 1
2023-04-25 15:02:00,Eastern District,0 to 1
2023-04-25 15:02:00,Kowloon City,0 to 1
2023-04-25 15:02:00,Kwun Tong,0 to 1
2023-04-25 15:02:00,North District,0 to 1
2023-04-25 15:02:00,Sai Kung,0 to 1
2023-04-25 15:02:00,Sham Shui Po,0 to 1
2023-04-25 15:02:00,Southern District,0 to 1
2023-04-25 15:02:00,Wan Chai,0 to 1
2023-04-25 15:02:00,Wong Tai Sin,0 to 1
2023-04-25 17:02:00,Central & Western District,0 to 1
2023-04-25 17:02:00,Eastern District,0 to 1
2023-04-25 17:02:00,Kowloon City,0 to 1
2023-04-25 17:02:00,Kwun Tong,0 to 1
2023-04-25 17:02:00,Tsuen Wan,0 to 1
2023-04-25 17:02:00,Wan Chai,0 to 1
2023-04-25 17:02:00,Yuen Long,0 to 1
2023-04-25 18:02:00,Islands District,0 to 1
2023-04-25 18:02:00,Kwun Tong,0 to 1
2023-04-25 18:02:00,Southern District,0 to 1
2023-04-25 19:02:00,Islands District,0 to 2
2023-04-27 02:02:00,Southern District,0 to 1
2023-04-27 04:02:00,Islands District,0 to 1
2023-04-27 05:02:00,Islands District,0 to 2
2023-04-28 00:02:00,Sai Kung,0 to 1
2023-04-28 00:02:00,Tsuen Wan,0 to 1
2023-04-28 04:02:00,Eastern District,0 to 1
2023-04-29 14:02:00,North District,0 to 2
2023-04-29 14:02:00,Tai Po,0 to 1
2023-04-29 15:02:00,Tai Po,0 to 1
2023-04-29 16:02:00,Yuen Long,0 to 1
2023-04-29 17:02:00,Yuen Long,0 to 7
2023-04-29 17:02:00,Tsuen Wan,0 to 3
2023-04-29 17:02:00,North District,0 to 1
2023-04-29 18:02:00,North District,0 to 4
2023-04-29 18:02:00,Wong Tai Sin,0 to 2
2023-04-29 18:02:00,Tai Po,0 to 1
2023-04-29 19:02:00,Sai Kung,0 to 2
2023-05-01 02:02:00,Sai Kung,0 to 1
2023-05-01 03:02:00,Sai Kung,0 to 1
2023-05-01 04:02:00,Wong Tai Sin,0 to 1
2023-05-01 05:02:00,Sai Kung,0 to 1
2023-05-01 05:02:00,Sha Tin,0 to 1
2023-05-01 05:02:00,Tai Po,0 to 1
2023-05-01 05:02:00,Wong Tai Sin,0 to 1
2023-05-01 06:02:00,Sha Tin,0 to 1
2023-05-01 06:02:00,Tai Po,0 to 1
2023-05-07 09:02:00,Tsuen Wan,0 to 1
2023-05-07 12:26:00,Tsuen Wan,0 to 1
2023-05-07 13:36:00,Yuen Long,3 to 24
2023-05-07 13:36:00,Tai Po,0 to 8
2023-05-07 13:36:00,Tuen Mun,0 to 5
2023-05-07 13:36:00,Tsuen Wan,0 to 4
2023-05-07 13:36:00,Sha Tin,0 to 3
2023-05-07 13:36:00,North District,0 to 27
2023-05-07 14:46:00,Wan Chai,8 to 15
2023-05-07 14:46:00,Kowloon City,7 to 32
2023-05-07 14:46:00,Eastern District,7 to 13
2023-05-07 14:46:00,Kwun Tong,7 to 10
2023-05-07 14:46:00,Southern District,6 to 16
2023-05-07 14:46:00,Sai Kung,4 to 20
2023-05-07 14:46:00,Kwai Tsing,28 to 45
2023-05-07 14:46:00,Tuen Mun,27 to 36
2023-05-07 14:46:00,Sha Tin,24 to 34
2023-05-07 14:46:00,Tsuen Wan,23 to 31
2023-05-07 14:46:00,Sham Shui Po,20 to 38
2023-05-07 14:46:00,Tai Po,17 to 34
2023-05-07 14:46:00,Yuen Long,17 to 32
2023-05-07 14:46:00,Wong Tai Sin,16 to 27
2023-05-07 14:46:00,Yau Tsim Mong,12 to 19
2023-05-07 14:46:00,Central & Western District,11 to 24
2023-05-07 14:46:00,Islands District,0 to 49
2023-05-07 14:46:00,North District,0 to 22
2023-05-07 15:31:00,Wong Tai Sin,9 to 13
2023-05-07 15:31:00,Southern District,8 to 21
2023-05-07 15:31:00,Sai Kung,8 to 19
2023-05-07 15:31:00,Kwai Tsing,8 to 11
2023-05-07 15:31:00,Tsuen Wan,7 to 10
2023-05-07 15:31:00,Tai Po,6 to 17
2023-05-07 15:31:00,Islands District,4 to 23
2023-05-07 15:31:00,Yuen Long,3 to 8
2023-05-07 15:31:00,Wan Chai,18 to 21
2023-05-07 15:31:00,Eastern District,14 to 19
2023-05-07 15:31:00,Yau Tsim Mong,14 to 15
2023-05-07 15:31:00,Kwun Tong,12 to 16
2023-05-07 15:31:00,Sham Shui Po,12 to 13
2023-05-07 15:31:00,Central & Western District,11 to 20
2023-05-07 15:31:00,Kowloon City,11 to 15
2023-05-07 15:31:00,Sha Tin,11 to 14
2023-05-07 15:31:00,Tuen Mun,1 to 5
2023-05-07 15:31:00,North District,0 to 15
2023-05-07 16:02:00,Eastern District,5 to 8
2023-05-07 16:02:00,Kwun Tong,5 to 8
