Time,area,rain
2019-09-04 07:02:00,Wan Chai,1 to 4
2019-09-04 07:02:00,Islands District,0 to 8
2019-09-04 07:02:00,Central & Western District,1 to 5
2019-09-04 07:02:00,Eastern District,1 to 6
2019-09-04 07:02:00,Sham Shui Po,2 to 6
2019-09-04 08:06:00,Islands District,0 to 1
2019-09-04 09:02:00,Southern District,2 to 8
2019-09-04 09:02:00,Eastern District,1 to 2
2019-09-04 09:02:00,Kwun Tong,1 to 2
2019-09-04 09:02:00,Sai Kung,0 to 6
2019-09-04 09:02:00,Central & Western District,0 to 5
2019-09-04 09:02:00,Wan Chai,0 to 4
2019-09-04 09:02:00,Islands District,0 to 1
2019-09-04 09:02:00,Wong Tai Sin,0 to 1
2019-09-04 09:31:00,Wong Tai Sin,0 to 1
2019-09-04 09:31:00,Islands District,0 to 1
2019-09-04 09:31:00,Wan Chai,0 to 4
2019-09-04 09:31:00,Central & Western District,0 to 5
2019-09-04 09:31:00,Southern District,2 to 8
2019-09-04 09:31:00,Kwun Tong,1 to 2
2019-09-04 09:31:00,Eastern District,1 to 2
2019-09-04 09:31:00,Sai Kung,0 to 6
2019-09-04 10:02:00,Kowloon City,6 to 8
2019-09-04 10:02:00,Wong Tai Sin,5 to 8
2019-09-04 10:02:00,Sha Tin,5 to 7
2019-09-04 10:02:00,Yau Tsim Mong,4 to 6
2019-09-04 10:02:00,Sham Shui Po,3 to 6
2019-09-04 10:02:00,Sai Kung,3 to 30
2019-09-04 10:02:00,Kwai Tsing,2 to 5
2019-09-04 10:02:00,Eastern District,1 to 4
2019-09-04 10:02:00,Wan Chai,1 to 4
2019-09-04 10:02:00,Southern District,0 to 9
2019-09-04 10:02:00,Islands District,0 to 5
2019-09-04 10:02:00,Yuen Long,0 to 2
2019-09-04 10:02:00,Central & Western District,0 to 3
2019-09-04 10:02:00,Kwun Tong,9 to 11
2019-09-04 10:02:00,Tsuen Wan,1 to 4
2019-09-04 10:02:00,Tuen Mun,0 to 1
2019-09-04 10:02:00,Tai Po,0 to 11
2019-09-04 10:46:00,Yuen Long,0 to 2
2019-09-04 10:46:00,Southern District,0 to 9
2019-09-04 10:46:00,Yau Tsim Mong,4 to 6
2019-09-04 10:46:00,Sha Tin,5 to 7
2019-09-04 10:46:00,Kwai Tsing,2 to 5
2019-09-04 10:46:00,Eastern District,1 to 4
2019-09-04 10:46:00,Tsuen Wan,1 to 4
2019-09-04 10:46:00,Wan Chai,1 to 4
2019-09-04 10:46:00,Wong Tai Sin,5 to 8
2019-09-04 10:46:00,Sai Kung,3 to 30
2019-09-04 10:46:00,Sham Shui Po,3 to 6
2019-09-04 10:46:00,Central & Western District,0 to 3
2019-09-04 10:46:00,Kowloon City,6 to 8
2019-09-04 10:46:00,Kwun Tong,9 to 11
2019-09-04 10:46:00,Tai Po,0 to 11
2019-09-04 10:46:00,Tuen Mun,0 to 1
2019-09-04 10:46:00,Islands District,0 to 5
2019-09-04 11:02:00,Yuen Long,2 to 5
2019-09-04 11:02:00,Wan Chai,2 to 9
2019-09-04 11:02:00,Sham Shui Po,0 to 2
2019-09-04 11:02:00,Kowloon City,0 to 1
2019-09-04 11:02:00,Central & Western District,4 to 11
2019-09-04 11:02:00,North District,1 to 4
2019-09-04 11:02:00,Eastern District,0 to 3
2019-09-04 11:02:00,Yau Tsim Mong,0 to 2
2019-09-04 11:02:00,Southern District,17 to 23
2019-09-04 11:02:00,Islands District,0 to 6
2019-09-04 11:02:00,Sai Kung,0 to 7
2019-09-04 11:02:00,Tai Po,1 to 6
2019-09-04 11:02:00,Tuen Mun,1 to 5
2019-09-04 11:02:00,Kwai Tsing,1 to 2
2019-09-04 11:02:00,Sha Tin,0 to 6
2019-09-04 11:02:00,Tsuen Wan,1 to 3
2019-09-04 12:02:00,Islands District,0 to 2
2019-09-04 12:02:00,North District,0 to 2
2019-09-04 12:02:00,Yuen Long,0 to 1
2019-09-04 12:02:00,Sha Tin,0 to 1
2019-09-04 12:02:00,Southern District,0 to 1
2019-09-04 12:02:00,Tai Po,0 to 1
2019-09-04 12:02:00,Tsuen Wan,0 to 1
2019-09-04 12:02:00,Tuen Mun,0 to 1
2019-09-04 12:02:00,Yau Tsim Mong,0 to 1
2019-09-04 13:02:00,Southern District,0 to 2
2019-09-04 13:02:00,Sha Tin,0 to 1
2019-09-04 13:02:00,Sai Kung,0 to 1
2019-09-04 13:02:00,Islands District,0 to 1
2019-09-04 13:02:00,Tai Po,0 to 3
2019-09-04 13:02:00,Eastern District,0 to 1
2019-09-04 13:02:00,Kwun Tong,0 to 2
2019-09-04 13:02:00,Central & Western District,0 to 1
2019-09-04 13:02:00,North District,0 to 2
2019-09-04 13:02:00,Wan Chai,0 to 1
2019-09-04 13:02:00,Tsuen Wan,0 to 1
2019-09-04 13:51:00,Wan Chai,0 to 1
2019-09-04 13:51:00,Eastern District,0 to 1
2019-09-04 13:51:00,Tsuen Wan,0 to 1
2019-09-04 13:51:00,Kwun Tong,0 to 2
2019-09-04 13:51:00,Central & Western District,0 to 1
2019-09-04 13:51:00,Southern District,0 to 2
2019-09-04 13:51:00,North District,0 to 2
2019-09-04 13:51:00,Islands District,0 to 1
2019-09-04 13:51:00,Sai Kung,0 to 1
2019-09-04 13:51:00,Sha Tin,0 to 1
2019-09-04 13:51:00,Tai Po,0 to 3
2019-09-04 14:02:00,Islands District,0 to 1
2019-09-04 16:02:00,Tuen Mun,0 to 1
2019-09-04 16:46:00,Tuen Mun,0 to 1
2019-09-04 17:02:00,Eastern District,0 to 1
2019-09-04 17:02:00,Wan Chai,0 to 1
2019-09-04 17:02:00,Central & Western District,0 to 2
2019-09-04 17:02:00,Southern District,0 to 1
2019-09-04 18:02:00,Kwun Tong,0 to 1
2019-09-04 18:02:00,Sai Kung,0 to 1
2019-09-04 18:02:00,Southern District,0 to 3
2019-09-04 19:02:00,North District,0 to 1
2019-09-04 19:02:00,Islands District,0 to 1
2019-09-04 20:02:00,Islands District,0 to 1
2019-09-04 21:02:00,Islands District,0 to 2
2019-09-04 21:02:00,Tsuen Wan,0 to 1
2019-09-04 23:02:00,Wong Tai Sin,0 to 1
2019-09-05 00:02:00,Tsuen Wan,0 to 1
2019-09-05 00:02:00,Yuen Long,0 to 1
2019-09-05 00:02:00,Sha Tin,0 to 1
2019-09-05 01:02:00,Kowloon City,0 to 1
2019-09-05 01:02:00,Sha Tin,0 to 1
2019-09-05 03:02:00,Islands District,0 to 8
2019-09-05 03:51:00,Islands District,0 to 8
2019-09-05 04:02:00,Sha Tin,0 to 5
2019-09-05 04:02:00,Yau Tsim Mong,0 to 8
2019-09-05 04:02:00,Tsuen Wan,0 to 3
2019-09-05 04:02:00,Wan Chai,0 to 5
2019-09-05 04:02:00,Eastern District,3 to 21
2019-09-05 04:02:00,Kwun Tong,0 to 1
2019-09-05 04:02:00,Kwai Tsing,0 to 3
2019-09-05 04:02:00,Southern District,0 to 10
2019-09-05 04:02:00,Kowloon City,0 to 4
2019-09-05 04:02:00,Central & Western District,0 to 1
2019-09-05 04:02:00,Sham Shui Po,0 to 1
2019-09-05 04:02:00,Islands District,0 to 13
2019-09-05 04:02:00,Wong Tai Sin,0 to 11
2019-09-05 04:46:00,Wan Chai,0 to 5
2019-09-05 04:46:00,Islands District,0 to 13
2019-09-05 04:46:00,Southern District,0 to 10
2019-09-05 04:46:00,Kwun Tong,0 to 1
2019-09-05 04:46:00,Tsuen Wan,0 to 3
2019-09-05 04:46:00,Wong Tai Sin,0 to 11
2019-09-05 04:46:00,Sha Tin,0 to 5
2019-09-05 04:46:00,Sham Shui Po,0 to 1
2019-09-05 04:46:00,Central & Western District,0 to 1
2019-09-05 04:46:00,Eastern District,3 to 21
2019-09-05 04:46:00,Yau Tsim Mong,0 to 8
2019-09-05 04:46:00,Kowloon City,0 to 4
2019-09-05 04:46:00,Kwai Tsing,0 to 3
2019-09-05 05:11:00,Sha Tin,0 to 6
2019-09-05 05:11:00,North District,0 to 2
2019-09-05 05:11:00,Tai Po,0 to 2
2019-09-05 05:11:00,Kowloon City,12 to 24
2019-09-05 05:11:00,Tuen Mun,0 to 2
2019-09-05 05:11:00,Wong Tai Sin,0 to 11
2019-09-05 05:11:00,Sham Shui Po,11 to 21
2019-09-05 05:11:00,Sai Kung,0 to 20
2019-09-05 05:11:00,Wan Chai,3 to 7
2019-09-05 05:11:00,Yuen Long,0 to 1
2019-09-05 05:11:00,Southern District,0 to 4
2019-09-05 05:11:00,Kwai Tsing,4 to 15
2019-09-05 05:11:00,Eastern District,6 to 19
2019-09-05 05:11:00,Kwun Tong,1 to 22
2019-09-05 05:11:00,Central & Western District,0 to 8
2019-09-05 05:11:00,Tsuen Wan,0 to 6
2019-09-05 05:11:00,Yau Tsim Mong,18 to 21
2019-09-05 06:02:00,Sai Kung,1 to 12
2019-09-05 06:02:00,Kowloon City,1 to 8
2019-09-05 06:02:00,Sham Shui Po,3 to 11
2019-09-05 06:02:00,Yau Tsim Mong,0 to 6
2019-09-05 06:02:00,Kwai Tsing,3 to 13
2019-09-05 06:02:00,Yuen Long,0 to 5
2019-09-05 06:02:00,Tsuen Wan,0 to 16
2019-09-05 06:02:00,Tai Po,0 to 13
2019-09-05 06:02:00,Kwun Tong,3 to 7
2019-09-05 06:02:00,Wong Tai Sin,7 to 26
2019-09-05 06:02:00,Tuen Mun,1 to 3
2019-09-05 06:02:00,Sha Tin,4 to 18
2019-09-05 06:02:00,Eastern District,0 to 1
2019-09-05 06:02:00,Central & Western District,0 to 1
2019-09-05 06:02:00,Southern District,0 to 1
2019-09-05 07:02:00,Eastern District,0 to 1
2019-09-05 07:02:00,North District,0 to 2
2019-09-05 07:02:00,Tai Po,0 to 26
2019-09-05 07:02:00,Tsuen Wan,0 to 5
2019-09-05 07:02:00,Sai Kung,0 to 7
2019-09-05 07:02:00,Sha Tin,0 to 1
2019-09-05 07:02:00,Yuen Long,0 to 8
2019-09-05 08:02:00,Sha Tin,0 to 1
2019-09-05 08:02:00,Sai Kung,0 to 1
2019-09-05 08:02:00,North District,0 to 4
2019-09-05 08:02:00,Southern District,0 to 1
2019-09-05 08:02:00,Tai Po,0 to 9
2019-09-05 08:02:00,Kwun Tong,0 to 1
2019-09-05 11:02:00,Kowloon City,0 to 4
2019-09-05 12:02:00,Islands District,0 to 1
2019-09-05 12:02:00,Yau Tsim Mong,0 to 1
2019-09-05 13:02:00,Yau Tsim Mong,0 to 1
2019-09-05 13:02:00,Sha Tin,0 to 3
2019-09-05 17:02:00,North District,0 to 1
2019-09-05 19:02:00,Eastern District,0 to 2
2019-09-05 19:02:00,Wan Chai,0 to 2
2019-09-05 19:02:00,Southern District,0 to 3
2019-09-05 20:02:00,Southern District,1 to 2
2019-09-05 20:02:00,Islands District,0 to 4
2019-09-05 20:02:00,Sham Shui Po,0 to 1
2019-09-05 20:02:00,Sha Tin,0 to 2
2019-09-05 20:02:00,Central & Western District,0 to 1
2019-09-05 21:02:00,Kwai Tsing,1 to 3
2019-09-05 21:02:00,Wong Tai Sin,0 to 1
2019-09-05 21:02:00,Tsuen Wan,0 to 2
2019-09-05 21:02:00,Sha Tin,0 to 1
2019-09-05 21:02:00,Sai Kung,0 to 1
2019-09-05 21:02:00,Islands District,0 to 1
2019-09-05 22:02:00,Tai Po,0 to 2
2019-09-05 22:02:00,Sai Kung,0 to 2
2019-09-05 23:02:00,Tai Po,0 to 19
2019-09-05 23:02:00,Sha Tin,0 to 3
2019-09-05 23:02:00,Sai Kung,0 to 2
2019-09-05 23:02:00,Tsuen Wan,0 to 1
2019-09-05 23:02:00,Yuen Long,0 to 1
2019-09-06 00:02:00,Kwai Tsing,0 to 1
2019-09-06 00:02:00,Tuen Mun,0 to 10
2019-09-06 00:02:00,Tai Po,0 to 17
2019-09-06 00:02:00,Yuen Long,0 to 18
2019-09-06 00:02:00,Sai Kung,0 to 4
2019-09-06 00:02:00,Tsuen Wan,0 to 5
2019-09-06 00:02:00,Sha Tin,1 to 2
2019-09-06 01:02:00,Tuen Mun,0 to 1
2019-09-06 01:02:00,Kowloon City,0 to 1
2019-09-06 01:02:00,Wong Tai Sin,1 to 2
2019-09-06 01:02:00,Islands District,0 to 1
2019-09-06 01:02:00,Sha Tin,0 to 2
2019-09-06 01:02:00,Sai Kung,0 to 9
2019-09-06 01:02:00,Kwun Tong,0 to 1
2019-09-06 01:02:00,Tai Po,0 to 1
2019-09-06 02:02:00,Kwai Tsing,0 to 2
2019-09-06 02:02:00,Sai Kung,0 to 4
2019-09-06 02:02:00,Tsuen Wan,0 to 2
2019-09-06 02:02:00,Kwun Tong,0 to 1
2019-09-06 03:02:00,Central & Western District,1 to 10
2019-09-06 03:02:00,Southern District,0 to 11
2019-09-06 03:02:00,Wan Chai,3 to 8
2019-09-06 03:02:00,Kwun Tong,0 to 1
2019-09-06 03:02:00,Eastern District,1 to 10
2019-09-06 03:02:00,Sai Kung,0 to 1
2019-09-06 04:02:00,Southern District,0 to 10
2019-09-06 04:02:00,Islands District,0 to 5
2019-09-06 04:02:00,Central & Western District,0 to 2
2019-09-06 05:02:00,Islands District,0 to 14
2019-09-06 05:02:00,Southern District,0 to 3
2019-09-06 06:02:00,Islands District,0 to 1
2019-09-07 16:02:00,Yuen Long,0 to 1
2019-09-07 16:02:00,Tsuen Wan,0 to 1
2019-09-07 16:16:00,Yuen Long,0 to 1
2019-09-07 16:16:00,Tsuen Wan,0 to 1
2019-09-07 17:02:00,Sham Shui Po,2 to 12
2019-09-07 17:02:00,Yuen Long,0 to 12
2019-09-07 17:02:00,Kwai Tsing,0 to 11
2019-09-07 17:02:00,Tai Po,0 to 5
2019-09-07 17:02:00,Tsuen Wan,0 to 14
2019-09-07 17:21:00,Sham Shui Po,2 to 12
2019-09-07 17:21:00,Tai Po,0 to 5
2019-09-07 17:21:00,Kwai Tsing,0 to 11
2019-09-07 17:21:00,Yuen Long,0 to 12
2019-09-07 17:21:00,Tsuen Wan,0 to 14
2019-09-07 18:02:00,Kwai Tsing,0 to 3
2019-09-07 18:02:00,Yuen Long,0 to 2
2019-09-07 18:02:00,Tsuen Wan,0 to 5
2019-09-08 13:02:00,Wong Tai Sin,0 to 9
2019-09-08 13:02:00,Kowloon City,0 to 6
2019-09-08 13:02:00,Kwun Tong,0 to 1
2019-09-08 13:31:00,Kowloon City,0 to 6
2019-09-08 13:31:00,Wong Tai Sin,0 to 9
2019-09-08 13:31:00,Kwun Tong,0 to 1
2019-09-08 14:07:00,Eastern District,0 to 2
2019-09-08 14:07:00,Wan Chai,0 to 4
2019-09-08 14:07:00,Wong Tai Sin,0 to 4
2019-09-08 14:07:00,Kowloon City,0 to 2
2019-09-08 14:07:00,Tsuen Wan,0 to 1
2019-09-08 14:07:00,Yau Tsim Mong,0 to 1
2019-09-08 14:07:00,Tai Po,0 to 5
2019-09-08 15:02:00,Tai Po,0 to 11
2019-09-08 15:02:00,Yuen Long,0 to 15
2019-09-08 15:02:00,Tsuen Wan,0 to 21
2019-09-08 15:02:00,Kwai Tsing,0 to 1
2019-09-08 16:02:00,Tuen Mun,0 to 2
2019-09-08 18:02:00,Tai Po,0 to 1
2019-09-09 14:02:00,Tai Po,0 to 12
2019-09-09 14:02:00,Sha Tin,0 to 9
2019-09-09 15:02:00,North District,0 to 4
2019-09-09 15:02:00,Yuen Long,0 to 27
2019-09-10 07:02:00,Islands District,0 to 1
2019-09-11 01:02:00,Tai Po,0 to 2
2019-09-11 02:02:00,Tai Po,0 to 8
2019-09-11 07:02:00,Islands District,0 to 4
2019-09-11 07:46:00,Islands District,0 to 4
2019-09-11 08:02:00,Kowloon City,0 to 1
2019-09-11 08:02:00,Kwun Tong,0 to 3
2019-09-11 08:02:00,Yau Tsim Mong,0 to 1
2019-09-13 08:02:00,Sai Kung,0 to 2
2019-09-13 09:02:00,Wan Chai,0 to 3
2019-09-13 09:02:00,Central & Western District,0 to 1
2019-09-13 09:02:00,Southern District,0 to 1
2019-09-13 09:02:00,Eastern District,0 to 2
2019-09-14 10:02:00,Kwun Tong,0 to 1
2019-09-14 11:02:00,Sha Tin,0 to 1
2019-09-14 11:02:00,Islands District,0 to 1
2019-09-14 11:02:00,Sai Kung,0 to 1
2019-09-14 12:02:00,Tsuen Wan,0 to 2
2019-09-14 13:02:00,Tsuen Wan,0 to 8
2019-09-14 13:02:00,Sham Shui Po,0 to 4
2019-09-14 13:02:00,Tuen Mun,0 to 11
2019-09-14 13:02:00,Central & Western District,0 to 1
2019-09-14 13:02:00,Kwai Tsing,0 to 1
2019-09-14 14:06:00,Islands District,0 to 4
2019-09-14 14:06:00,Tuen Mun,0 to 10
2019-09-14 15:02:00,Sham Shui Po,0 to 5
2019-09-14 15:02:00,Tuen Mun,0 to 3
2019-09-14 15:02:00,Central & Western District,0 to 12
2019-09-14 15:46:00,Central & Western District,0 to 12
2019-09-14 15:46:00,Tuen Mun,0 to 3
2019-09-14 15:46:00,Sham Shui Po,0 to 5
2019-09-14 16:02:00,North District,0 to 2
2019-09-14 16:02:00,Tsuen Wan,0 to 5
2019-09-14 16:02:00,Tuen Mun,0 to 1
2019-09-14 16:02:00,Kwai Tsing,0 to 5
2019-09-14 18:02:00,Yuen Long,0 to 3
2019-09-14 19:02:00,Yuen Long,0 to 7
2019-09-14 20:02:00,Yuen Long,0 to 4
2019-09-14 22:02:00,Yuen Long,0 to 17
2019-09-14 22:02:00,North District,0 to 2
2019-09-14 22:02:00,Tuen Mun,0 to 6
2019-09-14 23:02:00,Yuen Long,0 to 3
2019-09-14 23:02:00,Tuen Mun,0 to 14
2019-09-15 07:02:00,Sai Kung,0 to 5
2019-09-15 07:02:00,Tai Po,0 to 1
2019-09-15 07:31:00,Sai Kung,0 to 5
2019-09-15 07:31:00,Tai Po,0 to 1
2019-09-15 08:02:00,Kowloon City,0 to 1
2019-09-15 08:02:00,Tai Po,0 to 10
2019-09-15 08:02:00,Wong Tai Sin,2 to 13
2019-09-15 08:02:00,North District,0 to 9
2019-09-15 08:02:00,Sai Kung,0 to 17
2019-09-15 08:02:00,Sha Tin,0 to 7
2019-09-15 08:02:00,Kwun Tong,0 to 7
2019-09-15 08:16:00,Sha Tin,0 to 7
2019-09-15 08:16:00,Kowloon City,0 to 1
2019-09-15 08:16:00,North District,0 to 9
2019-09-15 08:16:00,Sai Kung,0 to 17
2019-09-15 08:16:00,Tai Po,0 to 10
2019-09-15 08:16:00,Wong Tai Sin,2 to 13
2019-09-15 08:16:00,Kwun Tong,0 to 7
2019-09-15 09:02:00,Wong Tai Sin,2 to 9
2019-09-15 09:02:00,Kwai Tsing,0 to 1
2019-09-15 09:02:00,Sham Shui Po,2 to 4
2019-09-15 09:02:00,Tsuen Wan,0 to 7
2019-09-15 09:02:00,Islands District,0 to 1
2019-09-15 09:02:00,Kwun Tong,0 to 5
2019-09-15 09:02:00,Southern District,0 to 4
2019-09-15 09:02:00,Sha Tin,0 to 3
2019-09-15 09:02:00,Tai Po,0 to 7
2019-09-15 09:02:00,Central & Western District,0 to 8
2019-09-15 09:02:00,Yau Tsim Mong,10 to 14
2019-09-15 09:02:00,Yuen Long,0 to 3
2019-09-15 09:02:00,Sai Kung,0 to 2
2019-09-15 09:02:00,Kowloon City,0 to 13
2019-09-15 09:31:00,Kowloon City,0 to 13
2019-09-15 09:31:00,Tai Po,0 to 7
2019-09-15 09:31:00,Tsuen Wan,0 to 7
2019-09-15 09:31:00,Central & Western District,0 to 8
2019-09-15 09:31:00,Wong Tai Sin,2 to 9
2019-09-15 09:31:00,Sha Tin,0 to 3
2019-09-15 09:31:00,Yau Tsim Mong,10 to 14
2019-09-15 09:31:00,Yuen Long,0 to 3
2019-09-15 09:31:00,Southern District,0 to 4
2019-09-15 09:31:00,Sai Kung,0 to 2
2019-09-15 09:31:00,Islands District,0 to 1
2019-09-15 09:31:00,Kwai Tsing,0 to 1
2019-09-15 09:31:00,Sham Shui Po,2 to 4
2019-09-15 09:31:00,Kwun Tong,0 to 5
2019-09-15 10:02:00,Southern District,0 to 1
2019-09-15 18:02:00,Yuen Long,0 to 1
2019-09-16 02:02:00,Tai Po,0 to 6
2019-09-16 02:02:00,Sai Kung,0 to 7
2019-09-16 02:31:00,Sai Kung,0 to 7
2019-09-16 02:31:00,Tai Po,0 to 6
2019-09-16 03:02:00,Eastern District,1 to 15
2019-09-16 03:02:00,Central & Western District,1 to 3
2019-09-16 03:02:00,Sha Tin,4 to 12
2019-09-16 03:02:00,Southern District,1 to 8
2019-09-16 03:02:00,Wan Chai,5 to 11
2019-09-16 03:02:00,Sham Shui Po,6 to 7
2019-09-16 03:02:00,Kowloon City,4 to 9
2019-09-16 03:02:00,Kwai Tsing,12 to 23
2019-09-16 03:02:00,Yau Tsim Mong,3 to 5
2019-09-16 03:02:00,Tsuen Wan,1 to 24
2019-09-16 03:02:00,Wong Tai Sin,6 to 11
2019-09-16 03:02:00,Tai Po,0 to 5
2019-09-16 03:02:00,North District,0 to 6
2019-09-16 03:02:00,Sai Kung,0 to 16
2019-09-16 03:02:00,Islands District,0 to 3
2019-09-16 03:02:00,Kwun Tong,7 to 14
2019-09-16 03:46:00,Tsuen Wan,1 to 24
2019-09-16 03:46:00,North District,0 to 6
2019-09-16 03:46:00,Sha Tin,4 to 12
2019-09-16 03:46:00,Tai Po,0 to 5
2019-09-16 03:46:00,Central & Western District,1 to 3
2019-09-16 03:46:00,Southern District,1 to 8
2019-09-16 03:46:00,Kwai Tsing,12 to 23
2019-09-16 03:46:00,Islands District,0 to 3
2019-09-16 03:46:00,Yau Tsim Mong,3 to 5
2019-09-16 03:46:00,Eastern District,1 to 15
2019-09-16 03:46:00,Kowloon City,4 to 9
2019-09-16 03:46:00,Sai Kung,0 to 16
2019-09-16 03:46:00,Wong Tai Sin,6 to 11
2019-09-16 03:46:00,Sham Shui Po,6 to 7
2019-09-16 03:46:00,Wan Chai,5 to 11
2019-09-16 03:46:00,Kwun Tong,7 to 14
2019-09-16 04:02:00,Sai Kung,0 to 1
2019-09-16 04:02:00,Tuen Mun,0 to 16
2019-09-16 04:02:00,Islands District,0 to 14
2019-09-16 04:02:00,Tsuen Wan,0 to 18
2019-09-16 04:02:00,Kwai Tsing,0 to 1
2019-09-16 04:02:00,North District,0 to 9
2019-09-16 04:02:00,Yuen Long,0 to 3
2019-09-16 05:02:00,North District,0 to 21
2019-09-16 05:02:00,Tai Po,0 to 1
2019-09-16 05:02:00,Yuen Long,0 to 18
2019-09-16 05:02:00,Southern District,0 to 8
2019-09-16 05:02:00,Islands District,0 to 2
2019-09-16 05:02:00,Tsuen Wan,0 to 1
2019-09-16 05:46:00,Tsuen Wan,0 to 1
2019-09-16 05:46:00,Southern District,0 to 8
2019-09-16 05:46:00,North District,0 to 21
2019-09-16 05:46:00,Islands District,0 to 2
2019-09-16 05:46:00,Yuen Long,0 to 18
2019-09-16 05:46:00,Tai Po,0 to 1
2019-09-16 07:02:00,Tai Po,0 to 2
2019-09-16 07:02:00,Sai Kung,0 to 4
2019-09-16 16:02:00,Tuen Mun,0 to 7
2019-09-16 16:02:00,Yuen Long,0 to 4
2019-09-16 17:02:00,Tuen Mun,0 to 1
2019-09-16 17:02:00,Tsuen Wan,0 to 2
2019-09-16 17:02:00,Islands District,0 to 3
2019-09-16 17:26:00,Islands District,0 to 3
2019-09-16 17:26:00,Tsuen Wan,0 to 2
2019-09-16 17:26:00,Tuen Mun,0 to 1
2019-09-16 17:46:00,Islands District,0 to 3
2019-09-16 17:46:00,Tsuen Wan,0 to 2
2019-09-16 17:46:00,Tuen Mun,0 to 1
2019-09-16 21:02:00,North District,0 to 2
2019-09-16 22:02:00,Islands District,0 to 2
2019-09-16 22:02:00,North District,0 to 5
2019-09-16 22:02:00,Tuen Mun,0 to 3
2019-09-16 22:02:00,Yuen Long,0 to 3
2019-09-16 22:02:00,Tsuen Wan,0 to 1
2019-09-16 22:02:00,Tai Po,0 to 1
2019-09-16 23:02:00,Islands District,0 to 3
2019-09-17 01:02:00,Sai Kung,0 to 2
2019-09-17 01:02:00,Wong Tai Sin,0 to 1
2019-09-17 02:02:00,Yuen Long,0 to 1
2019-09-17 02:02:00,Sha Tin,0 to 1
2019-09-17 02:02:00,Wong Tai Sin,1 to 5
2019-09-17 02:02:00,Southern District,0 to 1
2019-09-17 02:02:00,Islands District,0 to 5
2019-09-17 02:02:00,Sham Shui Po,0 to 2
2019-09-17 02:02:00,Kowloon City,0 to 2
2019-09-17 02:02:00,Yau Tsim Mong,0 to 1
2019-09-17 02:02:00,North District,0 to 4
2019-09-17 02:46:00,North District,0 to 4
2019-09-17 02:46:00,Kowloon City,0 to 2
2019-09-17 02:46:00,Southern District,0 to 1
2019-09-17 02:46:00,Islands District,0 to 5
2019-09-17 02:46:00,Yau Tsim Mong,0 to 1
2019-09-17 02:46:00,Yuen Long,0 to 1
2019-09-17 02:46:00,Sha Tin,0 to 1
2019-09-17 02:46:00,Sham Shui Po,0 to 2
2019-09-17 02:46:00,Wong Tai Sin,1 to 5
2019-09-17 03:02:00,Tai Po,0 to 1
2019-09-17 03:02:00,Islands District,0 to 13
2019-09-17 03:02:00,North District,0 to 19
2019-09-17 03:02:00,Yuen Long,0 to 24
2019-09-17 03:02:00,Tuen Mun,0 to 2
2019-09-17 03:46:00,North District,0 to 19
2019-09-17 03:46:00,Yuen Long,0 to 24
2019-09-17 03:46:00,Tai Po,0 to 1
2019-09-17 03:46:00,Islands District,0 to 13
2019-09-17 03:46:00,Tuen Mun,0 to 2
2019-09-17 04:02:00,Tuen Mun,0 to 6
2019-09-17 04:02:00,Islands District,0 to 7
2019-09-17 04:02:00,Yuen Long,0 to 4
2019-09-17 09:02:00,Southern District,0 to 1
2019-09-17 09:02:00,Sham Shui Po,0 to 1
2019-09-17 10:02:00,Southern District,0 to 6
2019-09-17 14:02:00,Tai Po,0 to 3
2019-09-17 14:02:00,North District,0 to 25
2019-09-17 14:02:00,Tsuen Wan,0 to 2
2019-09-17 14:02:00,Islands District,0 to 7
2019-09-17 14:51:00,Tsuen Wan,0 to 2
2019-09-17 14:51:00,Tai Po,0 to 3
2019-09-17 14:51:00,North District,0 to 25
2019-09-17 14:51:00,Islands District,0 to 7
2019-09-17 15:02:00,Tuen Mun,0 to 24
2019-09-17 15:02:00,Kwai Tsing,0 to 25
2019-09-17 15:02:00,Islands District,0 to 19
2019-09-17 15:02:00,Yuen Long,0 to 8
2019-09-17 15:02:00,North District,0 to 5
2019-09-17 15:02:00,Tai Po,0 to 10
2019-09-17 15:02:00,Sham Shui Po,1 to 3
2019-09-17 15:02:00,Sha Tin,0 to 9
2019-09-17 15:02:00,Tsuen Wan,0 to 4
2019-09-17 15:41:00,Tuen Mun,0 to 24
2019-09-17 15:41:00,Sha Tin,0 to 9
2019-09-17 15:41:00,Yuen Long,0 to 8
2019-09-17 15:41:00,North District,0 to 5
2019-09-17 15:41:00,Tsuen Wan,0 to 4
2019-09-17 15:41:00,Kwai Tsing,0 to 25
2019-09-17 15:41:00,Islands District,0 to 19
2019-09-17 15:41:00,Sham Shui Po,1 to 3
2019-09-17 15:41:00,Tai Po,0 to 10
2019-09-17 15:56:00,Islands District,0 to 19
2019-09-17 15:56:00,Tai Po,0 to 10
2019-09-17 15:56:00,Kwai Tsing,0 to 25
2019-09-17 15:56:00,Tsuen Wan,0 to 4
2019-09-17 15:56:00,North District,0 to 5
2019-09-17 15:56:00,Tuen Mun,0 to 24
2019-09-17 15:56:00,Yuen Long,0 to 8
2019-09-17 15:56:00,Sham Shui Po,1 to 3
2019-09-17 15:56:00,Sha Tin,0 to 9
2019-09-17 16:02:00,North District,0 to 2
2019-09-17 16:02:00,Tsuen Wan,0 to 3
2019-09-17 16:02:00,Tuen Mun,0 to 39
2019-09-17 16:02:00,Kwai Tsing,0 to 2
